Training console diary: C:\Users\abuj\Code\Reinforcement-Learning-Furuta-Inverted-Pendulum\results\TD3\run_20260704_015559_td3_mathworks_style_pi_current_1c_500hz_long_detailed\training_console.log
Episode:   1/5000 | Episode reward:  1113.94 | Episode steps: 1973 | Average reward:  1113.94 | Step Count: 1973 | Episode Q0:    28.33
Episode: 2351/5000 | Episode reward:   132.78 | Episode steps:  310 | Average reward:   807.62 | Step Count: 5274322 | Episode Q0:    33.91
Episode: 2352/5000 | Episode reward:   592.14 | Episode steps: 1292 | Average reward:   832.00 | Step Count: 5275614 | Episode Q0:    33.91
Episode: 2353/5000 | Episode reward:  1281.51 | Episode steps: 2500 | Average reward:   835.65 | Step Count: 5278114 | Episode Q0:    33.91
Episode: 2354/5000 | Episode reward:   622.36 | Episode steps: 1247 | Average reward:   809.11 | Step Count: 5279361 | Episode Q0:    33.91
Episode: 2355/5000 | Episode reward:   369.71 | Episode steps:  765 | Average reward:   723.05 | Step Count: 5280126 | Episode Q0:    33.91
Episode: 2356/5000 | Episode reward:  1063.05 | Episode steps: 2360 | Average reward:   709.15 | Step Count: 5282486 | Episode Q0:    33.91
Episode: 2357/5000 | Episode reward:   901.01 | Episode steps: 1809 | Average reward:   727.32 | Step Count: 5284295 | Episode Q0:    33.91
Episode: 2358/5000 | Episode reward:   566.17 | Episode steps: 1236 | Average reward:   662.35 | Step Count: 5285531 | Episode Q0:    33.91
Episode: 2359/5000 | Episode reward:  1129.91 | Episode steps: 2455 | Average reward:   706.55 | Step Count: 5287986 | Episode Q0:    33.91
Episode: 2360/5000 | Episode reward:  1265.95 | Episode steps: 2500 | Average reward:   792.46 | Step Count: 5290486 | Episode Q0:    33.91
Episode: 2361/5000 | Episode reward:   803.27 | Episode steps: 1663 | Average reward:   859.51 | Step Count: 5292149 | Episode Q0:    33.91
Episode: 2362/5000 | Episode reward:   669.64 | Episode steps: 1405 | Average reward:   867.26 | Step Count: 5293554 | Episode Q0:    33.91
Episode: 2363/5000 | Episode reward:  1272.95 | Episode steps: 2500 | Average reward:   866.40 | Step Count: 5296054 | Episode Q0:    33.91
Episode: 2364/5000 | Episode reward:   370.69 | Episode steps:  823 | Average reward:   841.24 | Step Count: 5296877 | Episode Q0:    33.91
Episode: 2365/5000 | Episode reward:   665.80 | Episode steps: 1379 | Average reward:   870.85 | Step Count: 5298256 | Episode Q0:    33.91
Episode: 2366/5000 | Episode reward:   580.49 | Episode steps: 1349 | Average reward:   822.59 | Step Count: 5299605 | Episode Q0:    33.91
Episode: 2367/5000 | Episode reward:   234.83 | Episode steps:  526 | Average reward:   755.97 | Step Count: 5300131 | Episode Q0:    33.91
Episode: 2368/5000 | Episode reward:   456.59 | Episode steps: 1021 | Average reward:   745.01 | Step Count: 5301152 | Episode Q0:    33.91
Episode: 2369/5000 | Episode reward:   368.82 | Episode steps:  793 | Average reward:   668.90 | Step Count: 5301945 | Episode Q0:    33.91
Episode: 2370/5000 | Episode reward:   836.11 | Episode steps: 1740 | Average reward:   625.92 | Step Count: 5303685 | Episode Q0:    34.28
Episode: 2371/5000 | Episode reward:   477.43 | Episode steps: 1088 | Average reward:   593.34 | Step Count: 5304773 | Episode Q0:    34.28
Episode: 2372/5000 | Episode reward:   107.29 | Episode steps:  277 | Average reward:   537.10 | Step Count: 5305050 | Episode Q0:    34.28
Episode: 2373/5000 | Episode reward:   688.28 | Episode steps: 1435 | Average reward:   478.63 | Step Count: 5306485 | Episode Q0:    34.28
Episode: 2374/5000 | Episode reward:  1167.34 | Episode steps: 2453 | Average reward:   558.30 | Step Count: 5308938 | Episode Q0:    34.28
Episode: 2375/5000 | Episode reward:    97.49 | Episode steps:  242 | Average reward:   501.47 | Step Count: 5309180 | Episode Q0:    34.28
Episode: 2376/5000 | Episode reward:   557.16 | Episode steps: 1156 | Average reward:   499.14 | Step Count: 5310336 | Episode Q0:    34.28
Episode: 2377/5000 | Episode reward:   910.61 | Episode steps: 1891 | Average reward:   566.71 | Step Count: 5312227 | Episode Q0:    34.28
Episode: 2378/5000 | Episode reward:   102.91 | Episode steps:  157 | Average reward:   531.35 | Step Count: 5312384 | Episode Q0:    34.28
Episode: 2379/5000 | Episode reward:   119.38 | Episode steps:  285 | Average reward:   506.40 | Step Count: 5312669 | Episode Q0:    34.28
Episode: 2380/5000 | Episode reward:  1211.31 | Episode steps: 2500 | Average reward:   543.92 | Step Count: 5315169 | Episode Q0:    34.28
Episode: 2381/5000 | Episode reward:   548.71 | Episode steps: 1131 | Average reward:   551.05 | Step Count: 5316300 | Episode Q0:    34.28
Episode: 2382/5000 | Episode reward:   935.96 | Episode steps: 1982 | Average reward:   633.91 | Step Count: 5318282 | Episode Q0:    34.28
Episode: 2383/5000 | Episode reward:   896.79 | Episode steps: 1918 | Average reward:   654.77 | Step Count: 5320200 | Episode Q0:    34.28
Episode: 2384/5000 | Episode reward:   487.26 | Episode steps: 1127 | Average reward:   586.76 | Step Count: 5321327 | Episode Q0:    34.28
Episode: 2385/5000 | Episode reward:    94.91 | Episode steps:  243 | Average reward:   586.50 | Step Count: 5321570 | Episode Q0:    34.28
Episode: 2386/5000 | Episode reward:    91.58 | Episode steps:  239 | Average reward:   539.94 | Step Count: 5321809 | Episode Q0:    34.28
Episode: 2387/5000 | Episode reward:   393.16 | Episode steps:  830 | Average reward:   488.20 | Step Count: 5322639 | Episode Q0:    34.28
Episode: 2388/5000 | Episode reward:   269.86 | Episode steps:  570 | Average reward:   504.89 | Step Count: 5323209 | Episode Q0:    34.28
Episode: 2389/5000 | Episode reward:  1167.05 | Episode steps: 2500 | Average reward:   609.66 | Step Count: 5325709 | Episode Q0:    34.30
Episode: 2390/5000 | Episode reward:  1220.42 | Episode steps: 2500 | Average reward:   610.57 | Step Count: 5328209 | Episode Q0:    34.30
Episode: 2391/5000 | Episode reward:  1153.57 | Episode steps: 2500 | Average reward:   671.06 | Step Count: 5330709 | Episode Q0:    34.30
Episode: 2392/5000 | Episode reward:   169.47 | Episode steps:  345 | Average reward:   594.41 | Step Count: 5331054 | Episode Q0:    34.30
Episode: 2393/5000 | Episode reward:   102.91 | Episode steps:  237 | Average reward:   515.02 | Step Count: 5331291 | Episode Q0:    34.30
Episode: 2394/5000 | Episode reward:  1256.14 | Episode steps: 2500 | Average reward:   591.91 | Step Count: 5333791 | Episode Q0:    34.30
Episode: 2395/5000 | Episode reward:  1159.33 | Episode steps: 2500 | Average reward:   698.35 | Step Count: 5336291 | Episode Q0:    34.30
Episode: 2396/5000 | Episode reward:   242.87 | Episode steps:  510 | Average reward:   713.48 | Step Count: 5336801 | Episode Q0:    34.30
Episode: 2397/5000 | Episode reward:  1209.54 | Episode steps: 2500 | Average reward:   795.12 | Step Count: 5339301 | Episode Q0:    34.30
Episode: 2398/5000 | Episode reward:  1226.22 | Episode steps: 2500 | Average reward:   890.75 | Step Count: 5341801 | Episode Q0:    34.30
Episode: 2399/5000 | Episode reward:  1215.50 | Episode steps: 2500 | Average reward:   895.60 | Step Count: 5344301 | Episode Q0:    34.30
Episode: 2400/5000 | Episode reward:   354.68 | Episode steps:  849 | Average reward:   809.02 | Step Count: 5345150 | Episode Q0:    34.30
Episode: 2401/5000 | Episode reward:  1142.90 | Episode steps: 2500 | Average reward:   807.96 | Step Count: 5347650 | Episode Q0:    34.30
Episode: 2402/5000 | Episode reward:  1277.69 | Episode steps: 2500 | Average reward:   918.78 | Step Count: 5350150 | Episode Q0:    34.30
Episode: 2403/5000 | Episode reward:   189.46 | Episode steps:  393 | Average reward:   927.43 | Step Count: 5350543 | Episode Q0:    34.30
Episode: 2404/5000 | Episode reward:  1198.21 | Episode steps: 2500 | Average reward:   921.64 | Step Count: 5353043 | Episode Q0:    34.30
Episode: 2405/5000 | Episode reward:   404.54 | Episode steps:  860 | Average reward:   846.16 | Step Count: 5353903 | Episode Q0:    34.30
Episode: 2406/5000 | Episode reward:   146.95 | Episode steps:  325 | Average reward:   836.57 | Step Count: 5354228 | Episode Q0:    34.30
Episode: 2407/5000 | Episode reward:   150.09 | Episode steps:  319 | Average reward:   730.63 | Step Count: 5354547 | Episode Q0:    34.30
Episode: 2408/5000 | Episode reward:   143.18 | Episode steps:  323 | Average reward:   622.32 | Step Count: 5354870 | Episode Q0:    34.30
Episode: 2409/5000 | Episode reward:   626.48 | Episode steps: 1354 | Average reward:   563.42 | Step Count: 5356224 | Episode Q0:    34.30
Episode: 2410/5000 | Episode reward:   723.92 | Episode steps: 1478 | Average reward:   600.34 | Step Count: 5357702 | Episode Q0:    34.30
Episode: 2411/5000 | Episode reward:  1201.39 | Episode steps: 2500 | Average reward:   606.19 | Step Count: 5360202 | Episode Q0:    34.30
Episode: 2412/5000 | Episode reward:   252.32 | Episode steps:  464 | Average reward:   503.66 | Step Count: 5360666 | Episode Q0:    34.30
Episode: 2413/5000 | Episode reward:   830.02 | Episode steps: 1733 | Average reward:   567.71 | Step Count: 5362399 | Episode Q0:    34.30
Episode: 2414/5000 | Episode reward:   254.12 | Episode steps:  541 | Average reward:   473.30 | Step Count: 5362940 | Episode Q0:    34.30
Episode: 2415/5000 | Episode reward:    64.84 | Episode steps:  192 | Average reward:   439.33 | Step Count: 5363132 | Episode Q0:    34.30
Episode: 2416/5000 | Episode reward:    71.97 | Episode steps:  201 | Average reward:   431.83 | Step Count: 5363333 | Episode Q0:    34.30
Episode: 2417/5000 | Episode reward:  1276.10 | Episode steps: 2500 | Average reward:   544.44 | Step Count: 5365833 | Episode Q0:    35.55
Episode: 2418/5000 | Episode reward:  1217.92 | Episode steps: 2500 | Average reward:   651.91 | Step Count: 5368333 | Episode Q0:    35.55
Episode: 2419/5000 | Episode reward:  1217.05 | Episode steps: 2500 | Average reward:   710.97 | Step Count: 5370833 | Episode Q0:    35.55
Episode: 2420/5000 | Episode reward:  1182.98 | Episode steps: 2500 | Average reward:   756.87 | Step Count: 5373333 | Episode Q0:    35.55
Episode: 2421/5000 | Episode reward:   417.47 | Episode steps:  870 | Average reward:   678.48 | Step Count: 5374203 | Episode Q0:    35.55
Episode: 2422/5000 | Episode reward:    39.18 | Episode steps:  163 | Average reward:   657.17 | Step Count: 5374366 | Episode Q0:    35.55
Episode: 2423/5000 | Episode reward:   522.91 | Episode steps: 1086 | Average reward:   626.46 | Step Count: 5375452 | Episode Q0:    35.55
Episode: 2424/5000 | Episode reward:  1168.35 | Episode steps: 2388 | Average reward:   717.88 | Step Count: 5377840 | Episode Q0:    35.55
Episode: 2425/5000 | Episode reward:    76.92 | Episode steps:  218 | Average reward:   719.09 | Step Count: 5378058 | Episode Q0:    35.55
Episode: 2426/5000 | Episode reward:   541.72 | Episode steps: 1119 | Average reward:   766.06 | Step Count: 5379177 | Episode Q0:    35.55
Episode: 2427/5000 | Episode reward:   278.00 | Episode steps:  627 | Average reward:   666.25 | Step Count: 5379804 | Episode Q0:    35.55
Episode: 2428/5000 | Episode reward:   551.67 | Episode steps: 1166 | Average reward:   599.63 | Step Count: 5380970 | Episode Q0:    35.55
Episode: 2429/5000 | Episode reward:   218.55 | Episode steps:  484 | Average reward:   499.78 | Step Count: 5381454 | Episode Q0:    35.55
Episode: 2430/5000 | Episode reward:    88.50 | Episode steps:  228 | Average reward:   390.33 | Step Count: 5381682 | Episode Q0:    35.55
Episode: 2431/5000 | Episode reward:   433.14 | Episode steps:  915 | Average reward:   391.89 | Step Count: 5382597 | Episode Q0:    35.55
Episode: 2432/5000 | Episode reward:   259.95 | Episode steps:  572 | Average reward:   413.97 | Step Count: 5383169 | Episode Q0:    35.55
Episode: 2433/5000 | Episode reward:   105.15 | Episode steps:  245 | Average reward:   372.20 | Step Count: 5383414 | Episode Q0:    35.55
Episode: 2434/5000 | Episode reward:   135.47 | Episode steps:  316 | Average reward:   268.91 | Step Count: 5383730 | Episode Q0:    35.55
Episode: 2435/5000 | Episode reward:   276.76 | Episode steps:  654 | Average reward:   288.89 | Step Count: 5384384 | Episode Q0:    35.55
Episode: 2436/5000 | Episode reward:   206.84 | Episode steps:  509 | Average reward:   255.40 | Step Count: 5384893 | Episode Q0:    35.55
Episode: 2437/5000 | Episode reward:  1238.10 | Episode steps: 2500 | Average reward:   351.41 | Step Count: 5387393 | Episode Q0:    33.42
Episode: 2438/5000 | Episode reward:   495.04 | Episode steps: 1114 | Average reward:   345.75 | Step Count: 5388507 | Episode Q0:    33.42
Episode: 2439/5000 | Episode reward:   810.18 | Episode steps: 1732 | Average reward:   404.91 | Step Count: 5390239 | Episode Q0:    33.42
Episode: 2440/5000 | Episode reward:   650.31 | Episode steps: 1307 | Average reward:   461.09 | Step Count: 5391546 | Episode Q0:    33.42
Episode: 2441/5000 | Episode reward:   728.22 | Episode steps: 1585 | Average reward:   490.60 | Step Count: 5393131 | Episode Q0:    33.42
Episode: 2442/5000 | Episode reward:    49.64 | Episode steps:  179 | Average reward:   469.57 | Step Count: 5393310 | Episode Q0:    33.42
Episode: 2443/5000 | Episode reward:  1250.53 | Episode steps: 2500 | Average reward:   584.11 | Step Count: 5395810 | Episode Q0:    33.42
Episode: 2444/5000 | Episode reward:    69.81 | Episode steps:  202 | Average reward:   577.54 | Step Count: 5396012 | Episode Q0:    33.42
Episode: 2445/5000 | Episode reward:   224.20 | Episode steps:  571 | Average reward:   572.29 | Step Count: 5396583 | Episode Q0:    33.42
Episode: 2446/5000 | Episode reward:   835.30 | Episode steps: 1745 | Average reward:   635.13 | Step Count: 5398328 | Episode Q0:    33.42
Episode: 2447/5000 | Episode reward:   415.37 | Episode steps:  873 | Average reward:   552.86 | Step Count: 5399201 | Episode Q0:    33.42
Episode: 2448/5000 | Episode reward:   121.92 | Episode steps:  274 | Average reward:   515.55 | Step Count: 5399475 | Episode Q0:    33.42
Episode: 2449/5000 | Episode reward:   117.12 | Episode steps:  281 | Average reward:   446.24 | Step Count: 5399756 | Episode Q0:    33.42
Episode: 2450/5000 | Episode reward:   867.61 | Episode steps: 1817 | Average reward:   467.97 | Step Count: 5401573 | Episode Q0:    33.42
Episode: 2451/5000 | Episode reward:   335.56 | Episode steps:  689 | Average reward:   428.71 | Step Count: 5402262 | Episode Q0:    33.42
Episode: 2452/5000 | Episode reward:   261.33 | Episode steps:  598 | Average reward:   449.88 | Step Count: 5402860 | Episode Q0:    33.42
Episode: 2453/5000 | Episode reward:    75.03 | Episode steps:  208 | Average reward:   332.33 | Step Count: 5403068 | Episode Q0:    33.42
Episode: 2454/5000 | Episode reward:   126.30 | Episode steps:  302 | Average reward:   337.98 | Step Count: 5403370 | Episode Q0:    33.42
Episode: 2455/5000 | Episode reward:   875.90 | Episode steps: 1918 | Average reward:   403.15 | Step Count: 5405288 | Episode Q0:    33.42
Episode: 2456/5000 | Episode reward:  1203.53 | Episode steps: 2331 | Average reward:   439.97 | Step Count: 5407619 | Episode Q0:    33.42
Episode: 2457/5000 | Episode reward:  1103.44 | Episode steps: 2283 | Average reward:   508.78 | Step Count: 5409902 | Episode Q0:    33.42
Episode: 2458/5000 | Episode reward:   525.79 | Episode steps: 1041 | Average reward:   549.16 | Step Count: 5410943 | Episode Q0:    33.42
Episode: 2459/5000 | Episode reward:   114.16 | Episode steps:  291 | Average reward:   548.87 | Step Count: 5411234 | Episode Q0:    33.42
Episode: 2460/5000 | Episode reward:   170.46 | Episode steps:  368 | Average reward:   479.15 | Step Count: 5411602 | Episode Q0:    33.42
Episode: 2461/5000 | Episode reward:    96.62 | Episode steps:  232 | Average reward:   455.26 | Step Count: 5411834 | Episode Q0:    33.42
Episode: 2462/5000 | Episode reward:   210.95 | Episode steps:  464 | Average reward:   450.22 | Step Count: 5412298 | Episode Q0:    33.42
Episode: 2463/5000 | Episode reward:    89.71 | Episode steps:  226 | Average reward:   451.69 | Step Count: 5412524 | Episode Q0:    33.42
Episode: 2464/5000 | Episode reward:   109.93 | Episode steps:  273 | Average reward:   450.05 | Step Count: 5412797 | Episode Q0:    33.42
Episode: 2465/5000 | Episode reward:   468.68 | Episode steps:  975 | Average reward:   409.33 | Step Count: 5413772 | Episode Q0:    34.77
Episode: 2466/5000 | Episode reward:  1112.48 | Episode steps: 2500 | Average reward:   400.22 | Step Count: 5416272 | Episode Q0:    34.77
Episode: 2467/5000 | Episode reward:  1199.44 | Episode steps: 2500 | Average reward:   409.82 | Step Count: 5418772 | Episode Q0:    34.77
Episode: 2468/5000 | Episode reward:   405.98 | Episode steps:  870 | Average reward:   397.84 | Step Count: 5419642 | Episode Q0:    34.77
Episode: 2469/5000 | Episode reward:    74.94 | Episode steps:  211 | Average reward:   393.92 | Step Count: 5419853 | Episode Q0:    34.77
Episode: 2470/5000 | Episode reward:   198.85 | Episode steps:  516 | Average reward:   396.76 | Step Count: 5420369 | Episode Q0:    34.77
Episode: 2471/5000 | Episode reward:  1202.93 | Episode steps: 2500 | Average reward:   507.39 | Step Count: 5422869 | Episode Q0:    34.77
Episode: 2472/5000 | Episode reward:   730.68 | Episode steps: 1501 | Average reward:   559.36 | Step Count: 5424370 | Episode Q0:    34.77
Episode: 2473/5000 | Episode reward:   732.64 | Episode steps: 1521 | Average reward:   623.66 | Step Count: 5425891 | Episode Q0:    34.77
Episode: 2474/5000 | Episode reward:    62.28 | Episode steps:  193 | Average reward:   618.89 | Step Count: 5426084 | Episode Q0:    34.77
Episode: 2475/5000 | Episode reward:   113.07 | Episode steps:  250 | Average reward:   583.33 | Step Count: 5426334 | Episode Q0:    34.77
Episode: 2476/5000 | Episode reward:    56.95 | Episode steps:  183 | Average reward:   477.78 | Step Count: 5426517 | Episode Q0:    34.77
Episode: 2477/5000 | Episode reward:    68.76 | Episode steps:  204 | Average reward:   364.71 | Step Count: 5426721 | Episode Q0:    34.77
Episode: 2478/5000 | Episode reward:    57.00 | Episode steps:  181 | Average reward:   329.81 | Step Count: 5426902 | Episode Q0:    34.77
Episode: 2479/5000 | Episode reward:   198.88 | Episode steps:  393 | Average reward:   342.20 | Step Count: 5427295 | Episode Q0:    34.77
Episode: 2480/5000 | Episode reward:   571.54 | Episode steps: 1197 | Average reward:   379.47 | Step Count: 5428492 | Episode Q0:    34.77
Episode: 2481/5000 | Episode reward:    55.27 | Episode steps:  181 | Average reward:   264.71 | Step Count: 5428673 | Episode Q0:    34.77
Episode: 2482/5000 | Episode reward:    51.95 | Episode steps:  179 | Average reward:   196.83 | Step Count: 5428852 | Episode Q0:    34.77
Episode: 2483/5000 | Episode reward:    97.90 | Episode steps:  228 | Average reward:   133.36 | Step Count: 5429080 | Episode Q0:    34.77
Episode: 2484/5000 | Episode reward:    65.67 | Episode steps:  196 | Average reward:   133.70 | Step Count: 5429276 | Episode Q0:    34.77
Episode: 2485/5000 | Episode reward:   101.70 | Episode steps:  253 | Average reward:   132.56 | Step Count: 5429529 | Episode Q0:    34.77
Episode: 2486/5000 | Episode reward:  1097.25 | Episode steps: 2228 | Average reward:   236.59 | Step Count: 5431757 | Episode Q0:    34.85
Episode: 2487/5000 | Episode reward:   533.81 | Episode steps: 1124 | Average reward:   283.10 | Step Count: 5432881 | Episode Q0:    34.85
Episode: 2488/5000 | Episode reward:   723.58 | Episode steps: 1516 | Average reward:   349.76 | Step Count: 5434397 | Episode Q0:    34.85
Episode: 2489/5000 | Episode reward:   591.97 | Episode steps: 1221 | Average reward:   389.06 | Step Count: 5435618 | Episode Q0:    34.85
Episode: 2490/5000 | Episode reward:  1039.86 | Episode steps: 2087 | Average reward:   435.90 | Step Count: 5437705 | Episode Q0:    34.85
Episode: 2491/5000 | Episode reward:  1200.01 | Episode steps: 2500 | Average reward:   550.37 | Step Count: 5440205 | Episode Q0:    34.85
Episode: 2492/5000 | Episode reward:   174.93 | Episode steps:  431 | Average reward:   562.67 | Step Count: 5440636 | Episode Q0:    34.85
Episode: 2493/5000 | Episode reward:   517.73 | Episode steps: 1104 | Average reward:   604.65 | Step Count: 5441740 | Episode Q0:    34.85
Episode: 2494/5000 | Episode reward:   553.81 | Episode steps: 1173 | Average reward:   653.47 | Step Count: 5442913 | Episode Q0:    34.85
Episode: 2495/5000 | Episode reward:   262.14 | Episode steps:  519 | Average reward:   669.51 | Step Count: 5443432 | Episode Q0:    34.85
Episode: 2496/5000 | Episode reward:   120.50 | Episode steps:  372 | Average reward:   571.84 | Step Count: 5443804 | Episode Q0:    34.85
Episode: 2497/5000 | Episode reward:   420.36 | Episode steps:  928 | Average reward:   560.49 | Step Count: 5444732 | Episode Q0:    34.85
Episode: 2498/5000 | Episode reward:    73.91 | Episode steps:  205 | Average reward:   495.52 | Step Count: 5444937 | Episode Q0:    34.85
Episode: 2499/5000 | Episode reward:   561.23 | Episode steps: 1157 | Average reward:   492.45 | Step Count: 5446094 | Episode Q0:    34.85
Episode: 2500/5000 | Episode reward:    43.54 | Episode steps:  171 | Average reward:   392.82 | Step Count: 5446265 | Episode Q0:    34.85
Episode: 2501/5000 | Episode reward:   395.48 | Episode steps:  824 | Average reward:   312.36 | Step Count: 5447089 | Episode Q0:    34.85
Episode: 2502/5000 | Episode reward:   111.06 | Episode steps:  247 | Average reward:   305.98 | Step Count: 5447336 | Episode Q0:    34.85
Episode: 2503/5000 | Episode reward:   745.33 | Episode steps: 1538 | Average reward:   328.74 | Step Count: 5448874 | Episode Q0:    34.85
Episode: 2504/5000 | Episode reward:    58.26 | Episode steps:  183 | Average reward:   279.18 | Step Count: 5449057 | Episode Q0:    34.85
Episode: 2505/5000 | Episode reward:   262.61 | Episode steps:  525 | Average reward:   279.23 | Step Count: 5449582 | Episode Q0:    34.85
Episode: 2506/5000 | Episode reward:   213.11 | Episode steps:  464 | Average reward:   288.49 | Step Count: 5450046 | Episode Q0:    34.85
Episode: 2507/5000 | Episode reward:  1061.74 | Episode steps: 2183 | Average reward:   352.63 | Step Count: 5452229 | Episode Q0:    34.85
Episode: 2508/5000 | Episode reward:    47.33 | Episode steps:  185 | Average reward:   349.97 | Step Count: 5452414 | Episode Q0:    34.85
Episode: 2509/5000 | Episode reward:    57.86 | Episode steps:  189 | Average reward:   299.63 | Step Count: 5452603 | Episode Q0:    34.85
Episode: 2510/5000 | Episode reward:    79.53 | Episode steps:  209 | Average reward:   303.23 | Step Count: 5452812 | Episode Q0:    34.85
Episode: 2511/5000 | Episode reward:    41.78 | Episode steps:  166 | Average reward:   267.86 | Step Count: 5452978 | Episode Q0:    34.85
Episode: 2512/5000 | Episode reward:    53.82 | Episode steps:  183 | Average reward:   262.14 | Step Count: 5453161 | Episode Q0:    34.85
Episode: 2513/5000 | Episode reward:   229.19 | Episode steps:  493 | Average reward:   210.52 | Step Count: 5453654 | Episode Q0:    34.85
Episode: 2514/5000 | Episode reward:  1194.66 | Episode steps: 2500 | Average reward:   324.16 | Step Count: 5456154 | Episode Q0:    34.87
Episode: 2515/5000 | Episode reward:  1249.64 | Episode steps: 2500 | Average reward:   422.87 | Step Count: 5458654 | Episode Q0:    34.87
Episode: 2516/5000 | Episode reward:  1186.62 | Episode steps: 2500 | Average reward:   520.22 | Step Count: 5461154 | Episode Q0:    34.87
Episode: 2517/5000 | Episode reward:   574.99 | Episode steps: 1167 | Average reward:   471.54 | Step Count: 5462321 | Episode Q0:    34.87
Episode: 2518/5000 | Episode reward:  1269.08 | Episode steps: 2500 | Average reward:   593.72 | Step Count: 5464821 | Episode Q0:    34.87
Episode: 2519/5000 | Episode reward:   509.67 | Episode steps: 1057 | Average reward:   638.90 | Step Count: 5465878 | Episode Q0:    34.87
Episode: 2520/5000 | Episode reward:    51.18 | Episode steps:  179 | Average reward:   636.06 | Step Count: 5466057 | Episode Q0:    34.87
Episode: 2521/5000 | Episode reward:  1256.61 | Episode steps: 2500 | Average reward:   757.55 | Step Count: 5468557 | Episode Q0:    34.87
Episode: 2522/5000 | Episode reward:  1245.57 | Episode steps: 2500 | Average reward:   876.72 | Step Count: 5471057 | Episode Q0:    34.87
Episode: 2523/5000 | Episode reward:  1173.85 | Episode steps: 2500 | Average reward:   971.19 | Step Count: 5473557 | Episode Q0:    34.87
Episode: 2524/5000 | Episode reward:   109.55 | Episode steps:  252 | Average reward:   862.68 | Step Count: 5473809 | Episode Q0:    34.87
Episode: 2525/5000 | Episode reward:   129.17 | Episode steps:  271 | Average reward:   750.63 | Step Count: 5474080 | Episode Q0:    34.87
Episode: 2526/5000 | Episode reward:    90.97 | Episode steps:  227 | Average reward:   641.07 | Step Count: 5474307 | Episode Q0:    34.87
Episode: 2527/5000 | Episode reward:   661.34 | Episode steps: 1387 | Average reward:   649.70 | Step Count: 5475694 | Episode Q0:    34.87
Episode: 2528/5000 | Episode reward:    90.85 | Episode steps:  225 | Average reward:   531.88 | Step Count: 5475919 | Episode Q0:    34.87
Episode: 2529/5000 | Episode reward:  1235.49 | Episode steps: 2500 | Average reward:   604.46 | Step Count: 5478419 | Episode Q0:    34.87
Episode: 2530/5000 | Episode reward:    68.81 | Episode steps:  201 | Average reward:   606.22 | Step Count: 5478620 | Episode Q0:    34.87
Episode: 2531/5000 | Episode reward:    66.77 | Episode steps:  206 | Average reward:   487.24 | Step Count: 5478826 | Episode Q0:    34.87
Episode: 2532/5000 | Episode reward:  1226.69 | Episode steps: 2500 | Average reward:   485.35 | Step Count: 5481326 | Episode Q0:    34.43
Episode: 2533/5000 | Episode reward:  1251.23 | Episode steps: 2500 | Average reward:   493.09 | Step Count: 5483826 | Episode Q0:    34.43
Episode: 2534/5000 | Episode reward:  1231.17 | Episode steps: 2500 | Average reward:   605.25 | Step Count: 5486326 | Episode Q0:    34.43
Episode: 2535/5000 | Episode reward:  1200.92 | Episode steps: 2500 | Average reward:   712.42 | Step Count: 5488826 | Episode Q0:    34.43
Episode: 2536/5000 | Episode reward:  1224.82 | Episode steps: 2500 | Average reward:   825.81 | Step Count: 5491326 | Episode Q0:    34.43
Episode: 2537/5000 | Episode reward:  1205.32 | Episode steps: 2500 | Average reward:   880.21 | Step Count: 5493826 | Episode Q0:    34.43
Episode: 2538/5000 | Episode reward:  1251.17 | Episode steps: 2500 | Average reward:   996.24 | Step Count: 5496326 | Episode Q0:    34.43
Episode: 2539/5000 | Episode reward:  1263.58 | Episode steps: 2500 | Average reward:   999.05 | Step Count: 5498826 | Episode Q0:    34.43
Episode: 2540/5000 | Episode reward:   854.70 | Episode steps: 1844 | Average reward:  1077.64 | Step Count: 5500670 | Episode Q0:    34.43
Episode: 2541/5000 | Episode reward:   621.71 | Episode steps: 1319 | Average reward:  1133.13 | Step Count: 5501989 | Episode Q0:    34.43
Episode: 2542/5000 | Episode reward:  1257.86 | Episode steps: 2500 | Average reward:  1136.25 | Step Count: 5504489 | Episode Q0:    34.43
Episode: 2543/5000 | Episode reward:  1209.64 | Episode steps: 2500 | Average reward:  1132.09 | Step Count: 5506989 | Episode Q0:    34.43
Episode: 2544/5000 | Episode reward:   595.41 | Episode steps: 1335 | Average reward:  1068.51 | Step Count: 5508324 | Episode Q0:    34.43
Episode: 2545/5000 | Episode reward:  1271.89 | Episode steps: 2500 | Average reward:  1075.61 | Step Count: 5510824 | Episode Q0:    34.43
Episode: 2546/5000 | Episode reward:   298.80 | Episode steps:  746 | Average reward:   983.01 | Step Count: 5511570 | Episode Q0:    34.43
Episode: 2547/5000 | Episode reward:   148.51 | Episode steps:  311 | Average reward:   877.33 | Step Count: 5511881 | Episode Q0:    34.43
Episode: 2548/5000 | Episode reward:  1207.29 | Episode steps: 2500 | Average reward:   872.94 | Step Count: 5514381 | Episode Q0:    34.43
Episode: 2549/5000 | Episode reward:  1303.23 | Episode steps: 2500 | Average reward:   876.90 | Step Count: 5516881 | Episode Q0:    34.43
Episode: 2550/5000 | Episode reward:   429.56 | Episode steps:  887 | Average reward:   834.39 | Step Count: 5517768 | Episode Q0:    34.43
Episode: 2551/5000 | Episode reward:    85.51 | Episode steps:  217 | Average reward:   780.77 | Step Count: 5517985 | Episode Q0:    34.43
